AVDA,PAZ (DE LA),62
CALLE,PIEDAD,63
CALLE,SINCERIDAD,64
CALLE,ACAYMO FINCA ESPANA,65
CALLE,MORALIDAD,66
CALLE,HERMANDAD,67
CALLE,IGUALDAD,68
CALLE,FRATERNIDAD,69
CMNO,ACENTEJO,70
CALLE,LIBERTAD,71
CALLE,PROSPERIDAD,72
AVDA,PROGRESO,73
CALLE,VOLCAN NEVADO DEL RUIZ,74
CALLE,BARRANQUILLO DE ACENTEJO,75
PLAZA,ESTRELLA (LA),76
CALLE,NUESTRA SENORA DE LA PAZ,77
CALLE,SOR ELENA,78
CALLE,SOR REYES,79
CALLE,ACEVINO GUAJARA,80
CALLE,ESTEVES (LOS) TACO,81
CALLE,ESPRONCEDA,82
CALLE,FRESON (EL),83
CMNO,ACEVINO LA VEGA,84
CALLE,ACHAMAN JARDINA,85
CMNO,CIPRESES (LOS),86
PSAJE,FRANCISCO REYES ALONSO,87
CMNO,MANOLO EL HERRERO,88
CMNO,MANUEL MOLINA,89
CALLE,ACHAMAN TACO,90
PSAJE,LEDESMA,91
PLAZA,SANTA TERESA JORNET,92
PSAJE,SANCHO,93
PSAJE,HARIA SAN LAZARO,94
URB,ACHIMENCEY,95
CMNO,CODICIA,96
CALLE,FLORESTA,97
PSAJE,NAVA,98
CALLE,CORAL (EL) LA BARRANQUERA,99
CALLE,ARGANDA,101
PSAJE,BRUNETE,102
CMNO,PAPAYA (LA),103
CALLE,LOZOYA,104
CALLE,ACORAIDA,105
PSAJE,ROQUILLO (EL),106
CMNO,ATRAVESADA (LA),107
PSAJE,JUAN RODRIGUEZ,108
CALLE,MONTE CHICO,109
CALLE,ADARGOMA,110
CMNO,VEREDA ALTA,111
CMNO,PENCON (EL),112
CALLE,MONTE BREZO,113
CMNO,CANAS (LAS) GUAMASA,114
PLAZA,ADELANTADO (EL),115
CALLE,ADAN MARTIN,116
CMNO,LEON HERNANDEZ,117
CMNO,LLANO (EL),118
PSAJE,AGUACATE (EL) GUAMASA,119
CALLE,ADELANTADO (LA CUESTA),120
PSAJE,TENESOR,121
PLAZA,AFRICA ALONSO VALENCIA,122
CALLE,ANGEL Y SOFIA,123
PSAJE,PUREZA (LA),124
CALLE,AFUR,125
CALLE,VIRGEN BLANCA,126
AVDA,LITORAL,127
PSAJE,YMOBACH,128
PSAJE,ALHONDIGA (LA) TEJINA,129
CALLE,AGALA,130
CALLE,HUERFANO,131
CALLE,VIRGILIO,132
CALLE,LUCIANO RAMOS DIAZ,133
CALLE,GRANERO (EL),134
CALLE,NAVA Y GRIMON,135
PSAJE,CARRETERO (EL),136
CALLE,PERDIZ (LA) GENETO,137
CALLE,BUITRE (EL),138
CALLE,ALTARES,139
CALLE,AGUA (EL),140
CALLE,SIN SALIDA BAJAMAR,141
CALLE,MORITA (LA),143
CMNO,VEREDA DEL AIRE,144
AVDA,PASO (EL),146
CALLE,SANTA EULALIA,147
CALLE,SANTA GEMA GALGANI,148
CALLE,BARLOVENTO,149
CALLE,AGUERE,150
PSAJE,MONTANA CLARA,151
CALLE,AIRAM FINCA ESPANA,152
URB,GRAMAL CALLE A,153
CMNO,CENTENO,154
CALLE,NAMERA (LA),155
URB,GRAMAL CALLE B,157
URB,GRAMAL CALLE C,158
URB,GRAMAL CALLE D,159
URB,AGUERE,160
URB,GRAMAL CALLE E,161
CALLE,ALCAMPO,163
CALLE,FLOR DE LYS,164
CALLE,ORTIGA (LA),166
CMNO,LIGNITO,167
CMNO,CAMELLAS (LAS),168
PSAJE,CERCADO DEL OBISPO,169
CALLE,AGUIRRE DE LOS RIOS,170
CALLE,BODEGUILLA (LA),171
CMNO,VISTA BELLA,172
CMNO,VISTA COSTA,173
CALLE,PEDRO GONZALEZ TEJINA,174
CALLE,AGULO,175
CALLE,GUILLERMO GONZALEZ,176
PSAJE,CHARCA (LA) TEJINA,177
CMNO,HERRERIA,178
CALLE,AGUSTIN CABRERA,180
PSAJE,FLOR DE PITANGA,181
URB,COLLAZOS CALLE B,182
URB,COLLAZOS CALLE C,183
URB,COLLAZOS CALLE D,184
CALLE,PERDOMO FELIPE,185
URB,COLLAZOS CALLE E,186
URB,COLLAZOS CALLE F,187
CALLE,TROMPETAS (LAS),188
CALLE,CANDELARIA LAS GAVIAS,189
CMNO,LOMO EL AIRE,190
CALLE,ANTONIO HERNANDEZ ARRON,191
CALLE,BOLAS (LAS),192
CALLE,DELGADO,193
CALLE,BORGES (LOS),194
PSAJE,ZANCADILLA (LA),195
PSAJE,BAUDET,196
CALLE,GUIRRE (EL),197
CALLE,HERRENA (LA),198
CALLE,FONDILLO,199
CALLE,AIRES DE LIMA,200
CMNO,CABINA (LA),201
CMNO,ISLA (LA),202
CMNO,LIMONEROS (LOS),203
CMNO,CUEVAS (LAS),204
CALLE,TABARES DE CALA,205
CALLE,MAZO,206
CALLE,FUENCALIENTE,207
CMNO,TARRAGONA,208
CALLE,VIRGEN DOLOROSA,209
CMNO,ALAMOS (LOS),210
PSAJE,CADERA (LA),211
PSAJE,CAMPO (EL) LOS BALDIOS,212
PSAJE,TRASERA SEMINARIO,213
PLAZA,SAN DAMIAN,214
CALLE,ANFORA (EL),215
PLAZA,SAN ALEJANDRO,216
PLAZA,SAN FELIX,217
PLAZA,DOMINGO CABRERA CRUZ,218
PLAZA,SECUNDINO DELGADO,219
AVDA,LIBERTAD (LA),220
CALLE,ORTEGA Y GASSET,221
CMNO,BREZO (EL) LA VEGA,222
CMNO,CEDRO (EL) LA VEGA,223
CALLE,CARMEN (EL) BARRIO EL PILAR,224
CALLE,ALBERTO EINSTEIN,225
CMNO,CUPRESO (EL),226
PSAJE,LAVA,227
CALLE,VOLCAN FUJIYAMA,228
CALLE,AVIACION,229
AVDA,MENCEYES (LOS),231
AVDA,CESAR MANRIQUE,232
PSAJE,TEIDE,233
URB,MOLINOS (LOS),234
CALLE,ALEGRANZA,235
TRVAL,MENCEYES (LOS) PRIMERA,236
TRVAL,MENCEYES (LOS) SEGUNDA,237
TRVAL,MENCEYES (LOS) TERCERA,238
TRAS,MENCEYES (LOS),239
CALLE,ALEGRIA (LA),240
CALLE,DRAGOS (LOS),241
TRVAL,JOROPO,242
PSAJE,A CAMINO VALLADO,243
PSAJE,B CAMINO VALLADO,244
CALLE,ALFONSO GARCIA RAMOS,245
PSAJE,A REPUBLICA DE VENEZUELA,246
CALLE,TOMILLO (EL),247
CALLE,SORDO (EL),249
TRVAL,ALFONSO GARCIA RAMOS SEGUNDA,250
URB,YACARE,251
TRVAL,SAN LAZARO PRIMERA IZQUIERDA,252
TRVAL,GENERAL BAJAMAR PRIMERA,657
TRVAL,ARAUCARIA PRIMERA,658
CMNO,ARTES (DE LAS),660
TRVAL,RUA (LA) PRIMERA DERECHA,662
TRVAL,GONZALIANEZ PRIMERA IZQUIERDA,663
TRVAL,GONZALIANEZ SEGUNDA IZQUIERDA,664
CALLE,ARTURO VERGARA RODRIGUEZ,665
TRVAL,JARDINA PRIMERA DERECHA,666
TRVAL,JARDINA TERCERA DERECHA,667
BARDA,ASOMADA (LA) LOS BALDIOS,670
CALLE,PINOS (LOS) SAN ROQUE,671
TRVAL,CERCO (EL) PRIMERA,674
CALLE,ASOMADA (LA) TEJINA,675
TRVAL,MONTE LAS MERCEDES SEGUNDA,676
TRVAL,MONTE LAS MERCEDES TERCERA,677
TRVAL,VIEJO LAS MERCEDES PRIMERA,678
TRVAL,MONTE LAS MERCEDES CUARTA,679
CMNO,ASOMADETA (LA),680
TRVAL,ANIMAS (LAS) PRIMERA DERECHA,683
CALLE,CASAS DE PERERA (LAS),684
AVDA,ASTROFISICO FRANCISCO SANCHEZ,685
TRVAL,MIRABAL PRIMERA DERECHA,686
PASEO,ASOCIACION VECINOS LA MONTANA,688
CMNO,ATALAYA (LA),690
CMNO,LOMO NEGRO (BARRANCO),691
TRVAL,SAN DIEGO CUARTA IZQUIERDA,692
TRVAL,VEREDA CHICA SEGUNDA DERECHA,693
TRVAL,VEREDA CHICA TERCERA DERECHA,694
URB,ATLANTIDA,695
TRVAL,VEREDA CORTA PRIMERA DERECHA,696
TRVAL,CABILDO TERCERA,697
TRVAL,CABILDO CUARTA,698
TRVAL,CABILDO QUINTA,699
CALLE,ATOLON DEL CORAL,700
TRVAL,REY DAVID,701
TRVAL,SAN GASPAR,703
CALLE,ATXONA,705
PSAJE,TANQUE (EL) SAN LAZARO,706
TRAS,GAVIAS (LAS),707
CMNO,CANADA DE ABAJO,708
CALLE,AULAGA (LA),710
CALLE,HISPANO BRITANICO,711
TRVAL,MESA MOTA SEGUNDA IZQUIERDA,712
TRVAL,ALFONSO GARCIA RAMOS,713
CMNO,PULPITO (EL),714
CMNO,AURORA,715
URB,CORALITO (EL),716
CALLE,DRAGUILLO (EL),717
CMNO,SIMON,718
CALLE,AUTOMOVIL CLUB,720
TRVAL,ARTES (LAS),721
PSAJE,GEMELOS (LOS),723
CTRA,AUTOPISTA NORTE,725
TRVAL,VALLE TABARES PRIMERA,729
CMNO,AVENA (LA),730
TRVAL,NUEVA PRIMERA DERECHA,732
TRVAL,NUEVA PRIMERA IZQUIERDA,733
TRVAL,NUEVA SEGUNDA DERECHA,734
TRVAL,HOYO (EL) PRIMERA IZQUIERDA,736
TRVAL,HOYO (EL) PRIMERA DERECHA,737
TRVAL,TOSCAL PRIMERA DERECHA,738
CALLE,AYOSE,740
PSAJE,ACEVINO SAN LAZARO,741
TRVAL,TOSCAL TERCERA DERECHA,742
TRVAL,PEDREGAL PRIMERA IZQUIERDA,743
TRVAL,PEDREGAL SEGUNDA IZQUIERDA,744
TRVAL,PEDREGAL TERCERA IZQUIERDA,746
TRVAL,PEDREGAL CUARTA IZQUIERDA,747
TRVAL,VALLE TABARES OCTAVA DERECHA,748
TRVAL,VALLE TABARES QUINTA,749
TRVAL,LUIS VIVES,750
TRVAL,SANTANA PRIMERA DERECHA,751
CALLE,PALMA (LA),752
TRVAL,ESPERANZA (LA) DECIMA IZQUIERDA,753
TRVAL,ESPERANZA (LA) ONCE IZQUIERDA,754
CALLE,ANATEN,755
TRVAL,ESPERANZA (LA) CUARTA IZQUIERDA,756
CLLON,MENCEY,758
TRVAL,MERCEDES (LAS) SEXTA IZQUIERDA,759
CALLE,ANORANZA,760
TRVAL,MINA (LA) PRIMERA DERECHA,761
TRVAL,MINA (LA) SEGUNDA DERECHA,762
TRVAL,MINA (LA) PRIMERA IZQUIERDA,763
TRVAL,ESPERANZA (LA) NOVENA IZQUIERDA,764
TRVAL,ESPERANZA (LA) SEPTIMA IZQUIERDA,765
TRVAL,ESPERANZA (LA) OCTAVA IZQUIERDA,766
TRVAL,MINA (LA) CUARTA IZQUIERDA,767
TRVAL,MINA (LA) SEPTIMA IZQUIERDA,768
TRVAL,SAN FRANCISCO DE PAULA OCTAVA DERECHA,769
CALLE,BARRIO EL HURON GENETO,770
TRVAL,SAN FRANCISCO DE PAULA QUINCE DERECHA,772
CALLE,ARRASTRES (LOS),774
CMNO,BACHILLER (DEL),775
TRVAL,MEDIO (EL) QUINTA IZQUIERDA,777
TRVAL,SAN FRANCISCO DE PAULA VEINTE DERECHA,778
TRVAL,MEDIO (EL) SEPTIMA IZQUIERDA,779
AVDA,BAJAMAR,780
TRVAL,MEDIO (EL) OCTAVA IZQUIERDA,781
TRVAL,MEDIO (EL) NOVENA IZQUIERDA,782
TRVAL,SAN FRANCISCO DE PAULA VEINTISEIS DERECHA,783
TRVAL,MEDIO (EL) ONCE IZQUIERDA,784
CTRA,GENERAL BAJAMAR,785
TRVAL,MEDIO (EL) SEGUNDA DERECHA,786
TRVAL,MEDIO (EL) TERCERA DERECHA,787
TRVAL,SAN FRANCISCO DE PAULA TREINTA DERECHA,788
TRVAL,MEDIO (EL) DOCE DERECHA,789
PSAJE,SANTA ANA,792
TRVAL,MEDIO (EL) QUINTA DERECHA,793
TRVAL,MEDIO (EL) SEXTA DERECHA,794
CMNO,BALDIOS (LOS),795
TRVAL,MEDIO (EL) TRECE IZQUIERDA,796
TRVAL,FRANCISCO CABRERA PRIMERA IZQUIERDA,797
TRVAL,MEDIO (EL) DIECISEIS IZQUIERDA,798
TRVAL,MEDIO (EL) ONCE DERECHA,799
CALLE,BALTASAR NUNEZ,800
TRVAL,MEDIO (EL) CATORCE DERECHA,801
TRVAL,MEDIO (EL) DIECIOCHO IZQUIERDA,802
TRVAL,MEDIO (EL) QUINCE DERECHA,803
TRVAL,MEDIO (EL) DIECISEIS DERECHA,804
CMNO,BANDERA (LA),805
TRVAL,MEDIO (EL) VEINTITRES IZQUIERDA,806
TRVAL,MEDIO (EL) DIECIOCHO DERECHA,807
CALLE,GOFIO (EL) SAN LAZARO,809
CALLE,BANDERAS (LAS),810
TRVAL,MEDIO (EL) VEINTIDOS IZQUIERDA,811
TRVAL,MEDIO (EL) VEINTISEIS IZQUIERDA,812
TRVAL,MEDIO (EL) VEINTISIETE DERECHA,813
TRVAL,MEDIO (EL) VEINTE DERECHA,814
CMNO,VEREDA DE BARBADO,815
CMNO,COSTURERA (LA) PRIMERA DERECHA,816
TRVAL,BARBADO,817
TRVAL,RIVEROS (LOS) SEGUNDA DERECHA,818
CALLE,BARCELONA,820
TRVAL,MEDIO (EL) VEINTICUATRO IZQUIERDA,821
TRVAL,MEDIO (EL) VEINTICINCO IZQUIERDA,822
TRVAL,MEDIO (EL) VEINTIOCHO DERECHA,824
CALLE,BARCO (EL),825
TRVAL,LUIS CASCARILLA PRIMERA IZQUIERDA,826
CALLE,BARRANCO (DEL),827
PSAJE,CEDROS (LOS),829
CMNO,BARRANCO EL RODEO,830
CTRA,ESPERANZA (LA) TERCERA IZQUIERDA,831
TRVAL,MEDIO (EL) TREINTA Y TRES IZQUIERDA,833
TRVAL,MEDIO (EL) CATORCE IZQUIERDA,834
TRVAL,ESPERANZA (LA) SEXTA IZQUIERDA,836
