2189,El Pais de Las Maravillas,NULL,Ventas Varias,Centro,CAPITAN BROTONS,28,NULL,NULL,,
2190,Administracion Loterias N 8,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,11,Cl Obispo Rey Redondo 11 Cp 38201,NULL,,
2191,Morgan (Whebe),NULL,Ventas Varias,Centro,OBISPO REY REDONDO,19,Cl Obispo Rey Redondo 19 Cp 38201,NULL,,
2192,Calzados Juanito,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,22,NULL,NULL,,
2193,Whebe Deportes,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,39,NULL,NULL,,
2194,Corto Maltese,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,42,Cl Obispo Rey Redondo 42 Cp 38201,NULL,,
2195,Libreria Peba,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,44,Cl Obispo Rey Redondo 44 Cp 38201,NULL,,
2196,Melbert,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,46,Cl Obispo Rey Redondo 46 Cp 38201,NULL,,
2197,Alnury Accesorios,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,49,Cl Obispo Rey Redondo 49 Cp 38201,NULL,,
2198,Punto Digital,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,49,Cl Obispo Rey Redondo 49 Cp 38201,NULL,,
2199,Doopies & Coffee,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,50,Cl Obispo Rey Redondo 50 Cp 38201,NULL,,
2200,Pasteleria Lopez Echeto,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,50,Cl Obispo Rey Redondo 50 Cp 38201,NULL,,
2201,Ajuar Hogar,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,53,Cl Obispo Rey Redondo 53 Cp 38201,NULL,,
2202,Calzados Bambi,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,60,Cl Obispo Rey Redondo 60 Cp 38201,NULL,,
2203,Ortopedia Bambi,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,64,Cl Obispo Rey Redondo 64 Cp 38201,NULL,,
2204,Calypso,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,40,Cl Obispo Rey Redondo 40 Cp 38201,NULL,,
2205,Yumi Iluminacion,NULL,Ventas Varias,Centro,JUEGO (EL),4,Cl El Juego 02 Cp 38204,NULL,,
2206,Amin Oti,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,3,NULL,NULL,,
2207, Vodafone,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,3,Cl Heraclio Sanchez 03 Cp 38204,NULL,,
2208,Galeria del Bolso,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,7,Cl Heraclio Sanchez 07 Cp 38204,NULL,,
2209,La Casa del Bolso,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,22,Cl Heraclio Sanchez 22 Cp 38204,NULL,,
2210,Galiana,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,23,Cl Heraclio Sanchez 23 Cp 38204,NULL,,
2211,Deportes Marqués,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,24,Cl Heraclio Sanchez 24 Cp 38204,NULL,,
2212,Montana Casual,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,24,Cl Heraclio Sanchez 24 Cp 38204,NULL,,
2213,Copycentro Xerach Fotocopias Mateo,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,27,Cl Heraclio Sanchez 27 Cp 38204,NULL,,
2214,Vadebicis,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,28,Cl Heraclio Sanchez 28 Cp 38204,NULL,,
2215,Barella,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,30,NULL,NULL,,
2216,Loca Maria,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,44,Cl Heraclio Sanchez 44 Cp 38204,NULL,,
2217,Libraría Universidad ,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,54,NULL,NULL,,
2218,Librería Pepelería Folder,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,25,NULL,NULL,,
2219,Bershka,NULL,Ventas Varias,Centro,HERRADORES,23,Cl Herradores 23 Cp 38204,NULL,,
2220,Bershka Home,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,1,Cl Heraclio Sanchez 01 Cp 38204,NULL,,
2221,Bantalones,NULL,Ventas Varias,Centro,HERRADORES,27,Cl Herradores 27 Cp 38204,NULL,,
2222,Whebe Hogar,NULL,Ventas Varias,Centro,HERRADORES,28,NULL,NULL,,
2223,Calzados Arian,NULL,Ventas Varias,Centro,HERRADORES,29,Cl Herradores 27 Cp 38204,NULL,,
2224,Momu Modas,NULL,Ventas Varias,Centro,HERRADORES,29,Cl Herradores 29 Cp 38204,NULL,,
2225,Electronica El Faro,NULL,Ventas Varias,Centro,HERRADORES,36,Cl Herradores 36 Cp 38204,NULL,,
2226,Orange Telefonia,NULL,Ventas Varias,Centro,HERRADORES,38,Cl Herradores 38 Cp 38204,NULL,,
2227,Calzados Las Palmeras,NULL,Ventas Varias,Centro,HERRADORES,39,Cl Herradores 39 Cp 38201,NULL,,
2228,Exagono,NULL,Ventas Varias,Centro,HERRADORES,40,NULL,NULL,,
2229,Ferretería López,NULL,Ventas Varias,Centro,HERRADORES,41,Cl Herradores 41 Cp 38201,NULL,,
2230,Mary Paz Calzados ,NULL,Ventas Varias,Centro,HERRADORES,42,Cl Herradores 48 Cp 38201,NULL,,
2231,Confecciones Anisu,NULL,Ventas Varias,Centro,HERRADORES,42,Cl Herradores 42 Cp 38201,NULL,,
2232,Mango,NULL,Ventas Varias,Centro,HERRADORES,46,NULL,NULL,,
2233,Springflield,NULL,Ventas Varias,Centro,HERRADORES,50,NULL,NULL,,
2234,La Casa del Oro,NULL,Ventas Varias,Centro,HERRADORES,51,Cl Herradores 51 Cp 38201,NULL,,
2235,Kaory,NULL,Ventas Varias,Centro,HERRADORES,52,Cl Herradores 52 Cp 38201,NULL,,
2236,Almacenes Borrella,NULL,Ventas Varias,Centro,HERRADORES,53,Cl Herradores 53 Cp 38201,NULL,,
2237,Número 1,NULL,Ventas Varias,Los Majuelos,MAJUELOS (LOS),S/N,38108,NULL,,
2238,Almacenes Herreros,NULL,Ventas Varias,Centro,HERRADORES,68,Cl Herradores 68 Cp 38201,NULL,,
2239,Almacenes Linares,NULL,Ventas Varias,Centro,HERRADORES,69,NULL,NULL,,
2240,GodiNo,NULL,Ventas Varias,Centro,HERRADORES,72,NULL,NULL,,
2241,Víctor NúNez,NULL,Ventas Varias,Centro,HERRADORES,74,NULL,NULL,,
2242,Guess,NULL,Ventas Varias,Centro,HERRADORES,76,Cl Herradores 76 Cp 38201,NULL,,
2243,Relojeria Abuelo Santiago,NULL,Ventas Varias,Centro,HERRADORES,77,Cl Herradores 77 Cp 38201,NULL,,
2244,Bimba & Lola,NULL,Ventas Varias,Centro,HERRADORES,78,NULL,NULL,,
2245,Relojería Santiago,NULL,Ventas Varias,Centro,HERRADORES,82,NULL,NULL,,
2246,Denu Store,NULL,Ventas Varias,Centro,HERRADORES,83,Cl Herradores 83 Cp 38201,NULL,,
2247,Ono,NULL,Ventas Varias,Centro,HERACLIO SANCHEZ,31,NULL,NULL,,
2248,Perfumería Pracan,NULL,Ventas Varias,Centro,HERRADORES,90,NULL,NULL,,
2249,Almacenes El Angel,NULL,Ventas Varias,Centro,HERRADORES,91,Cl Herradores 91 Cp 38201,NULL,,
2250,Parfois,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,18,NULL,NULL,,
2251,Favego,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,56,Cl Obispo Rey Redondo 56 Cp 38201,NULL,,
2252,Arvelo Juguetería,NULL,Ventas Varias,Centro,HERRADORES,29,Cl Herradores 29 Cp 38204,NULL,,
2253,SueNos,NULL,Ventas Varias,Centro,HERRADORES,92,NULL,NULL,,
2254,Almacenes El Kilo,NULL,Ventas Varias,Centro,HERRADORES,94,Cl Herradores 94 Cp 38201,NULL,,
2255,Almacenes Suarez,NULL,Ventas Varias,Centro,HERRADORES,96,Cl Herradores 96 Cp 38201,nsa@hotmail.com,,
2256,Cheap & Chic,NULL,Ventas Varias,Centro,HERRADORES,97,NULL,NULL,,
2257,Corto Maltese,NULL,Ventas Varias,Centro,HERRADORES,101,NULL,NULL,,
2258,Joyeria Amarr,NULL,Ventas Varias,Centro,HERRADORES,101,Cl Herradores 101 Cp 38201,NULL,,
2259,Almacenes Becerra,NULL,Ventas Varias,Centro,HERRADORES,110,NULL,NULL,,
2260,Sabela Juguetes,NULL,Ventas Varias,Centro,HERRADORES,43,NULL,NULL,,
2261,Modas Ticotico,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,15,NULL,NULL,,
2262,Bazar Época,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,17,NULL,NULL,,
2263,Modas Rasa Mujer,NULL,Ventas Varias,Centro,SEIS DE DICIEMBRE,14-16,NULL,NULL,,
2264,Modas Rasa,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,35,NULL,NULL,,
2265,Ferretería El Candado,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,18,NULL,NULL,,
2266,TDC Sport Laguna,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,41,NULL,NULL,,
2267,Boutique del Pan Cano,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,49,NULL,NULL,,
2268,Joyería Samira,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,56,NULL,NULL,,
2269,Librería El Águila,NULL,Ventas Varias,Centro,OBISPO REY REDONDO,43,Cl Obispo Rey Redondo 43 Cp 38201,NULL,,
2270,La Molineta,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,61,NULL,NULL,,
2271,Carnicería Tato,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,76,NULL,NULL,,
2272,Joyería Guzman,NULL,Ventas Varias,Centro,AGUERE,S/N,NULL,NULL,,
2273,Joyeria Oskar,NULL,Ventas Varias,Centro,TEIDE,5,Pj Teide 05 Cp 38201,NULL,,
2274,Pasteleria La Princesa,NULL,Ventas Varias,Centro,CONCEPCION (LA),1,Pz La Concepcion 01 Cp 38201,NULL,,
2275,El Rincon ExtremeNo,NULL,Ventas Varias,Centro,CONCEPCION (LA),3,Pz La Concepcion 03 Cp 38201,NULL,,
2276,Decoraciones Adar,NULL,Ventas Varias,Centro,CONCEPCION (LA),6,Pz La Concepcion Cp 38201,NULL,,
2277,La Casa de Los Balcones,NULL,Ventas Varias,Centro,CONCEPCION (LA),8,Pz La Concepcion 08 Cp 38201,NULL,,
2278,Merceria Nieves,NULL,Ventas Varias,Centro,CONCEPCION (LA),25,Pz La Concepcion 25 Cp 38201,NULL,,
2279,Natursana,NULL,Ventas Varias,Centro,CONCEPCION (LA),25,NULL,NULL,,
2280,Perfumería Raquel,NULL,Ventas Varias,Centro,DOCTOR OLIVERA,6,NULL,NULL,,
2281,Modas Canada House,NULL,Ventas Varias,Centro,DOCTOR OLIVERA,S/N,NULL,NULL,,
2282,Calzados Juanito,NULL,Ventas Varias,Centro,SAN AGUSTIN,43,NULL,NULL,,
2283,Librería Diosesana,NULL,Ventas Varias,Centro,SAN AGUSTIN,26,NULL,NULL,,
2284,Farmacia M. Mejias Lopez,NULL,Ventas Varias,Centro,SAN AGUSTIN,9,Cl San Agustin 09 Cp 38201,NULL,,
2285,Carnicería Fermín,NULL,Ventas Varias,Centro,SAN AGUSTIN,43,NULL,NULL,,
2286,Estanco Yumping,NULL,Ventas Varias,Centro,SAN AGUSTIN,56,NULL,NULL,,
2287,Boutique Carrera 55,NULL,Ventas Varias,Centro,SAN AGUSTIN,73,Cl San Agustin 73 Cp 38201,NULL,,
2288,Caprichos Bazar,NULL,Ventas Varias,Centro,SAN AGUSTIN,77,Cl San Agustin 77 Cp 38201,NULL,,
2289,Urban (Modas),NULL,Ventas Varias,Centro,SAN JUAN,4,NULL,NULL,,
2290,Congelados 5 Océanos,NULL,Ventas Varias,Centro,SAN JUAN,44,NULL,NULL,,
2291,Shotis,NULL,Ventas Varias,Centro,SAN JUAN,54,NULL,NULL,,
2292,Informática Zéner,NULL,Ventas Varias,Centro,SAN JUAN,13,NULL,NULL,,
2293,Optica San Matías,NULL,Ventas Varias,San Matías,SAN MATIAS,41,San Matías,NULL,,
2294,Televisa Servicios,NULL,Ventas Varias,Centro,TRINIDAD (DE),7,NULL,NULL,,
2295,Estanco Fortes,NULL,Ventas Varias,Centro,TRINIDAD (DE),22,NULL,NULL,,
2296,La Chola,NULL,Ventas Varias,Centro,JUEGO (EL),23,Cl El Juego 23 Cp 38204,NULL,,
2297,Más que Chuches,NULL,Ventas Varias,Centro,SAN AGUSTIN,73,NULL,NULL,,
2298,Proitesa Pinturas,NULL,Ventas Varias,San Benito,MARQUES DE CELADA,83,NULL,NULL,,
2299,La Asequia Alimentación Ecológica,NULL,Ventas Varias,San Benito,MARQUES DE CELADA,70,NULL,NULL,,
2300,Muebles Claudio,NULL,Ventas Varias,San Benito,MARQUES DE CELADA,31,Cl Marques de Celada 31 Cp 38202,NULL,,
2301,Baobab,aprender Jugando,NULL,Ventas Varias,San Benito,MARQUES DE CELADA,08/,Cl Marques de Celada 08 Cp 38202,NULL,
2302,Pinturas Juno,NULL,Ventas Varias,San Benito,ALBERTO DE ARMAS,7,NULL,www.juno.es,,
2303,Pinturas Juno,NULL,Ventas Varias,San Benito,MARQUES DE CELADA,S/N,NULL,NULL,,
2304,Vinoteca La Reserva,NULL,Ventas Varias,San Benito,CRUZ DE CANDELARIA,20,NULL,NULL,,
2305,Calzados Cely,NULL,Ventas Varias,Centro,TRINIDAD (DE),17,NULL,NULL,,
2306,Calzados y Complementos Las Palmeras,NULL,Ventas Varias,Centro,SEIS DE DICIEMBRE,4,NULL,NULL,,
2307,Rocasa,NULL,Ventas Varias,Centro,SEIS DE DICIEMBRE,3,Cl Seis de Diciembre 03 Cp 38203,NULL,,
2308,Cachitos Multitienda,NULL,Ventas Varias,Centro,SEIS DE DICIEMBRE,9,NULL,NULL,,
2309,Urban Style,NULL,Ventas Varias,Centro,SEIS DE DICIEMBRE,13,NULL,NULL,,
2310,Little Room decoración ,NULL,Ventas Varias,San Benito,CANDILAS,9,NULL,NULL,,
2311,Equipotel SA,NULL,Ventas Varias,San Benito,BARTOLOME CAIRASCO,125,NULL,NULL,,
2312,Textiles Innova,NULL,Ventas Varias,Centro,SEIS DE DICIEMBRE,2,NULL,NULL,,
2313,Alexti ,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,7,NULL,NULL,,
2314,Cotelec,NULL,Ventas Varias,San Matías,GRAN REY,25,NULL,NULL,,
2315,Panadería La Campesina,NULL,Ventas Varias,San Matías,GRAN REY,45,San Matías,NULL,,
2316,Ferretería Bellavista,NULL,Ventas Varias,San Matías,GRAN REY,S/N,San Matías,NULL,,
2317,Confecciones el 95,NULL,Ventas Varias,San Matías,SAN VICENTE SAN MATIAS,12,San Matías,NULL,,
2318,Kiosko Avenida,NULL,Ventas Varias,San Matías,SAN SALVADOR,48,san Matías,NULL,,
2319,Librería San Matías,NULL,Ventas Varias,San Matías,SAN AGUSTIN,30,San Matías,NULL,,
2320,Víveres Zenaida,NULL,Ventas Varias,San Matías,SANTA MARGARITA,49,San Matías,NULL,,
2321,Multitienda San Matías,NULL,Ventas Varias,San Matías,SAN CARMELO,4,San Matías,NULL,,
2322,Ferretería La Herradura,NULL,Ventas Varias,San Matías,MILAGROSA (LA) TACO,9,San Matías,ferreterias la herradura,,
2323,Boutique del Pan Ramos Santos,NULL,Ventas Varias,San Matías,SAN MATIAS,66,San Matías,NULL,,
2324,Confitería Julia,NULL,Ventas Varias,San Matías,LAJAS (LAS),1,San Matías,NULL,,
2325,Frutería Los Muchachos,NULL,Ventas Varias,San Matías,MUCHACHOS (LOS),Local C,Plaza Los Muchachos- San Matías,NULL,,
2326,El Horno del Pan,NULL,Ventas Varias,San Matías,MUCHACHOS (LOS),3,Plaza los Muchachos,NULL,,
2327,La Fruteía Mara,NULL,Ventas Varias,San Matías,SANTOS (LOS),29,San Matías,NULL,,
2328,Charcutería Inés,NULL,Ventas Varias,San Matías,SAN SALVADOR,46,San Matías,NULL,,
2329,Multitienda San Salvador,NULL,Ventas Varias,San Matías,SAN SALVADOR,S/N,San Matías,NULL,,
2330,Frutería Los Compadres,NULL,Ventas Varias,San Matías,SAN SALVADOR,34,San Matías,NULL,,
2331,Carolina Boix ,NULL,Ventas Varias,Centro,HERRADORES,64,calle herradores,NULL,,
2332,Boutique del Pan La Miga ,NULL,Ventas Varias,Gracia,UNIVERSO,34,NULL,NULL,,
2333,Pecas Calzados,NULL,Ventas Varias,Centro,TRINIDAD (DE),1,Av Trinidad 01 Cp 38204,NULL,,
2334,Fashion European,NULL,Ventas Varias,Centro,TRINIDAD (DE),13,NULL,NULL,,
2335,Algo Así,NULL,Ventas Varias,Centro,TRINIDAD (DE),33,NULL,NULL,,
2336,MS Orbea,NULL,Ventas Varias,Centro,TRINIDAD (DE),11,NULL,NULL,,
2337,Paseo Calzados,NULL,Ventas Varias,Centro,TRINIDAD (DE),21,NULL,NULL,,
2338,El Horno de La Avenida,NULL,Ventas Varias,Centro,TRINIDAD (DE),43,NULL,NULL,,
2339,Bancoro,NULL,Ventas Varias,Centro,TRINIDAD (DE),55,NULL,NULL,,
2340,Joyería Samuel,NULL,Ventas Varias,Centro,TRINIDAD (DE),BL 20,NULL,NULL,,
2341,Modas Antoine,NULL,Ventas Varias,Centro,TRINIDAD (DE),23,NULL,NULL,,
2342,Modas Clary,NULL,Ventas Varias,San Miguel de Geneto,CTRA.GENERAL SAN MIGUEL DE GENETO,75,NULL,www.clary.es,,
2343,Frutería Eli,NULL,Ventas Varias,La Verdellada,DOMINGO PEREZ MINIK,2,NULL,NULL,,
2344,Supermercado Saturnina,NULL,Ventas Varias,La Verdellada,FRANCISCO AFONSO CARRILLO,5,NULL,NULL,,
2345,Congelados Pancho,NULL,Ventas Varias,Barrio Nuevo,DOCTOR PASTEUR,12,NULL,NULL,,
2346,Cocinas Tenerife,NULL,Ventas Varias,Las Mercedes,AL MONTE LAS MERCEDES,211,camino  Las Mercedes S/N,www.cocinastenerife.com,,
2347,Jardines Madre del Agua,NULL,Ventas Varias,Las Mercedes,VIA DE RONDA,S/N,esquina camino LA TRICIADA,NULL,,
2348,Especialidades Mariluz,NULL,Ventas Varias,Las Mercedes,RUA (LA),38,NULL,elpecialidades Mari Luz,,
2349,Almacenes Andrea Santana,NULL,Ventas Varias,Las Mercedes,REPUBLICA ARGENTINA,132,NULL,NULL,,
2350,Bazar Ilusión,NULL,Ventas Varias,Las Mercedes,AL MONTE LAS MERCEDES,127,NULL,NULL,,
2351,Boutique Del Pan Elsa,NULL,Ventas Varias,Las Mercedes,RUA (LA),8,Local 6,NULL,,
2352,carnicería El Pueblo.com,NULL,Ventas Varias,Las Mercedes,REPUBLICA ARGENTINA,131,NULL,www.carniceriaelpueblo.com,,
2353,El Horno de Pan Juan,NULL,Ventas Varias,Las Mercedes,AL MONTE LAS MERCEDES,109,NULL,NULL,,
2354,Dulcería y Viveres Adelfa,NULL,Ventas Varias,Las Mercedes,RUA (LA),10,local 5,NULL,,
2355,Ferretería Almonte,NULL,Ventas Varias,Las Mercedes,AL MONTE LAS MERCEDES,10,NULL,ferrealmonte.com,,
2356,Supermercado Almonto,NULL,Ventas Varias,Las Mercedes,AL MONTE LAS MERCEDES,6,NULL,NULL,,
2357,Herbolario Las Canteras,NULL,Ventas Varias,Las Mercedes,AL MONTE LAS MERCEDES,23,NULL,NULL,,
2358,Molino de Gofio Las Mercedes,NULL,Ventas Varias,Las Mercedes,AL MONTE LAS MERCEDES,127,NULL,NULL,,
2359,Supermercado Las Mercedes,NULL,Ventas Varias,Las Mercedes,VUELTAS BLANCAS,20,NULL,NULL,,
2360,Tienda Modas Azahara,NULL,Ventas Varias,Las Mercedes,AL MONTE LAS MERCEDES,6,NULL,NULL,,
2361,Venta de Piensos y Abonos,NULL,Ventas Varias,Las Mercedes,AL MONTE LAS MERCEDES,13,Las Canteras,NULL,,
2362,Carnicería El Pueblo.Com,NULL,Ventas Varias,Barrio Nuevo,PUENTE (EL) BARRIO NUEVO,16,NULL,NULL,,
2363,Deliriumsoft ,NULL,Ventas Varias,Barrio Nuevo,DOCTOR PASTEUR,4,NULL,NULL,,
2364,Estanco Los Menceyes,NULL,Ventas Varias,Barrio Nuevo,PUENTE (EL) BARRIO NUEVO,25,local izquierda,NULL,,
2365,Frutería El Drago,NULL,Ventas Varias,Barrio Nuevo,DRAGO (EL) BARRIO NUEVO,42,NULL,NULL,,
2366,Librería El Puente,NULL,Ventas Varias,Barrio Nuevo,PUENTE (EL) BARRIO NUEVO,15,NULL,NULL,,
2367,Máxima Informática ,NULL,Ventas Varias,Barrio Nuevo,LORA TAMAYO,2,NULL,NULL,,
2368,Pescadería Lidia,NULL,Ventas Varias,Barrio Nuevo,AMERICAS (LAS) BARRIO NUEVO,4,NULL,NULL,,
2369,Supermercado Altesa Averagman SL,NULL,Ventas Varias,Barrio Nuevo,AVELINA DELGADO,5,calle Avelina Delgado,NULL,,
2370,Vm Sport,NULL,Ventas Varias,Barrio Nuevo,OBISPO PEREZ CACERES,69 B,NULL,NULL,,
2371,Centro de Conductores La Milagrosa,NULL,Ventas Varias,La Milagrosa,CALVO SOTELO,75,NULL,NULL,,
2372,Ferretería Fano,NULL,Ventas Varias,La Milagrosa,SAN CRISTOBAL,23,NULL,NULL,,
2373,Ferretería Victoria,NULL,Ventas Varias,La Milagrosa,SAN CRISTOBAL,36,NULL,NULL,,
2374,Vacanguro,NULL,Ventas Varias,La Milagrosa,CALVO SOTELO,59,Local 1,facibook.com/vaganguro.portabebes,,
2375,Tacoronte SL,NULL,Ventas Varias,Camino La Villa,MARCEROL,S/N,Nave 2,www.tacorontesl.com,,
2376,Proveedora de Aluminios de Canarias SA,NULL,Ventas Varias,Camino La Villa,MARCEROL,S/N,Nave 5,NULL,,
2377,Elyman SA,NULL,Ventas Varias,Camino La Villa,VILLA (LA),137,NULL,www.elyman.com,,
2378,No Goal Deportes,NULL,Ventas Varias,Barrio de la Salud Alto,GARACHICO,10,local derecha prolongación calle garachico,nogoal,,
2379,Frutería Juan José,NULL,Ventas Varias,Barrio de la Salud Alto,DOMINGO J MANRIQUE,50,NULL,NULL,,
2380,Dulcería Pastelería La Villa,NULL,Ventas Varias,Camino La Villa,VILLA (LA),162,NULL,NULL,,
2381,Ididro González Tenerife SA,NULL,Ventas Varias,Camino La Villa,VILLA (LA),165,NULL,NULL,,
2382,Canarfrit SL,NULL,Ventas Varias,Los Baldíos,SAN FRANCISCO DE PAULA,182,NULL,NULL,,
2383,Bazar Gracia,NULL,Ventas Varias,Gracia,HORNERA (LA),35,NULL,NULL,,
2384,Multitienda MR Snack,NULL,Ventas Varias,Gracia,RECTOR ANGEL M. GUTIERREZ NAVARRO,3,Barrio de Gracia,NULL,,
2385,Papelería Guajara,NULL,Ventas Varias,Gracia,HORNERA (LA),82,NULL,www.fotocopiasguajara.com,,
2386,Angelita Modas,NULL,Ventas Varias,Gracia,NEPTUNO GRACIA,3-B,NULL,angelitamodas.net,,
2387,Ferretería María del Mar Simo Guirola,NULL,Ventas Varias,San Benito,A REPUBLICA DE VENEZUELA,44,NULL,NULL,,
2388,Recicla - T,NULL,Ventas Varias,San Benito,CANDILAS,27,Edf Inperia Local 18A,wwwfacebook.com/recilcatelalaguna,,
2389,Retro Factory,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,8,NULL,NULL,,
2390,Autoservicio Calali,NULL,Ventas Varias,San Benito,ERA,LA (LOS VALLES),1,NULL,NULL,
2391,Arttek,NULL,Ventas Varias,Centro,SANTO DOMINGO,10,NULL,NULL,,
2392,Andrés Baez González ,NULL,Ventas Varias,San Benito,JUANA BLANCA,26,NULL,www.andresbaez.com,,
2393,Comercial Chimeneas Aguere,NULL,Ventas Varias,San Benito,JUANA BLANCA,27,NULL,www.chimineasaguere.com,,
2394,La Gran Tijera,NULL,Ventas Varias,San Benito,JUANA BLANCA,24,NULL,NULL,,
2395,Estanco Blanca,NULL,Ventas Varias,San Benito,MARGALLO,13,NULL,NULL,,
2396,Baggerman ( El Holandés) ,NULL,Ventas Varias,Centro,SANTO DOMINGO,4,NULL,NULL,,
2397,Supermercado Los Álamos,NULL,Ventas Varias,Las Mercedes,JOSE RODRIGUEZ RAMIREZ,2,NULL,NULL,,
2398,Supermercado Maxcoop,NULL,Ventas Varias,Las Mercedes,AL MONTE LAS MERCEDES,10,Las Canteras,unide.es,,
2399,Ferretería La Antigua Calera,NULL,Ventas Varias,San Benito,MARQUES DE CELADA,5,NULL,NULL,,
2400,Muebles Miguel Páez Jiménez,NULL,Ventas Varias,San Benito,MARQUES DE CELADA,31,NULL,NULL,,
2401,Congelados Garoe,NULL,Ventas Varias,San Benito,MAYA,15,local bajo,www.gongeladosgaroe.es,,
2402,Sistemas R Toner tienda de Informática,NULL,Ventas Varias,San Benito,SABINO BERTHELOT,5,NULL,NULL,,
2403,Floristería Lara ,NULL,Ventas Varias,San Benito,SAN ANTONIO,30,NULL,www.floreslara.com,,
2404,Casch Converter,NULL,Ventas Varias,San Benito,SAN ANTONIO,26,NULL,NULL,,
2405,Decor Company,NULL,Ventas Varias,San Benito,SAN ANTONIO,21,NULL,NULL,,
2406,Decoraciones Tamanaco,NULL,Ventas Varias,Centro,SEIS DE DICIEMBRE,3,NULL,NULL,,
2407,Tiendas OOH,NULL,Ventas Varias,Centro,NUNEZ DE LA PENA,9,NULL,NULL,,
2408,Dreams Kitchens & Applicances S.L.L.,NULL,Ventas Varias,Centro,SEIS DE DICIEMBRE,26,local 1,dreamskitchens.es,,
2409,Duna,NULL,Ventas Varias,Centro,SEIS DE DICIEMBRE,58,NULL,NULL,,
2410,Singer La Laguna,NULL,Ventas Varias,Centro,SEIS DE DICIEMBRE,24,NULL,www.maquinasdecosertenerife.es,,
2411,Tenecasa,NULL,Ventas Varias,Centro,SEIS DE DICIEMBRE,28,NULL,NULL,,
2412,Frutería Trujillo,NULL,Ventas Varias,San Bartolomé de Geneto,TRUJILLOS,LOS,4,NULL,NULL,
2413,La Venta Cristi y Angeles,NULL,Ventas Varias,San Bartolomé de Geneto,CTRA.GENERAL SAN MIGUEL DE GENETO,194,NULL,NULL,,
2414,Los Periódicos y la Suerte estanco,NULL,Ventas Varias,San Bartolomé de Geneto,SAN BARTOLOME DE GENETO,128,NULL,NULL,,
2415,3 Principes,NULL,Ventas Varias,San Benito,ALFREDO TORRES EDWARD,S/N,NULL,wwwgimnasio3principes.es,,
2416,Cerámicas La Jícara ,NULL,Ventas Varias,Centro,ASCANIO Y NIEVES,10,NULL,NULL,,
2417,Auto Bazar Caceres,NULL,Ventas Varias,La Milagrosa,DOCTOR JUAN REGULO PEREZ,7,NULL,NULL,,
2418,Estanco Juan José,NULL,Ventas Varias,La Milagrosa,SAN CRISTOBAL,plaza San ,NULL,NULL,,
2419,Estanco Helen,NULL,Ventas Varias,La Milagrosa,BARCELONA,5,NULL,NULL,,
2420,Fiammeta,NULL,Ventas Varias,Centro,ASCANIO Y NIEVES,8,NULL,NULL,,
2421,Librería TinerfeNa 2000,NULL,Ventas Varias,La Milagrosa,DELGADO BARRETO,46,NULL,NULL,,
2422,Pastelería Peraza,NULL,Ventas Varias,La Verdellada,FEDERICO GARCIA LORCA,5,NULL,NULL,,
2423,Dulcería Panadería Camino Grande,NULL,Ventas Varias,Guajara,UNION (LA) GUAJARA,2,avenida unión número 2 local 2,NULL,,
